employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Actual,Predicted,Risk_Level
9,0,2,0,0,1,0,0,22,0,0,0.0,0,1,1,0,0,1,1,High
13,0,3,0,0,0,0,0,10,0,0,0.0,0,0,0,0,0,1,1,High
19,0,2,0,0,0,0,0,42,0,0,0.0,0,0,0,0,0,0,0,Low
1,1,2,0,0,0,17,3,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,0,0,38,0,0,0.0,0,0,0,0,0,0,0,Low
8,0,1,0,0,0,15,4,0,0,0,0.0,0,1,1,0,0,0,0,Low
5,1,2,0,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,3,0,0,0,0,0,120,0,0,0.0,0,1,2,0,1,1,1,High
4,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
25,0,1,0,0,0,0,0,135,0,0,0.0,0,2,2,0,1,1,1,High
0,0,4,0,0,0,1,0,3,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,0,0,105,1,0,0.0,0,4,1,0,0,1,1,High
1,0,1,1,0,0,0,0,51,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,1,0,2,0,34,0,0,0.0,0,2,1,0,0,0,0,Low
5,0,2,0,0,0,35,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,0,0,0,0,0,0,0,1,6.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,0,0,86,1,0,0.0,0,0,0,0,0,1,1,High
19,0,1,0,0,0,38,0,0,0,0,0.0,0,0,0,0,0,1,1,High
16,0,3,0,0,1,0,0,95,0,0,0.0,0,4,1,0,1,1,1,High
4,0,2,0,0,0,12,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,1,2,0,0,0,5,0,50,1,0,0.0,0,0,0,0,0,0,0,Medium
5,0,1,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,3,0,0,0,0,0,51,0,0,0.0,0,1,3,0,0,1,1,High
14,0,2,0,0,1,0,0,102,0,0,0.0,0,0,0,0,0,1,1,High
1,0,1,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,1,High
14,0,1,1,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,Low
9,1,2,0,0,0,6,0,21,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
9,0,2,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,1,1,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,1,1,0,0,0,25,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,2,1,0,0,5,1,6,0,0,0.0,0,1,1,0,1,0,0,Low
17,0,2,0,0,0,0,0,87,0,0,0.0,0,1,1,0,0,1,1,High
23,0,1,0,0,0,0,0,116,0,0,0.0,0,2,3,0,0,1,1,High
13,0,1,1,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,3,1,0,0,53,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,1,1,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,1,0,0,32,0,0,0.0,0,0,0,0,0,1,1,High
8,1,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,2,0,0,0,0,0,58,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,41,17,0,0,0,0.0,0,1,1,0,1,1,1,High
8,0,1,1,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,2,0,0,1,0,0,109,0,0,0.0,0,0,0,0,0,1,1,High
2,1,1,0,0,1,0,0,0,0,1,4.0,0,0,0,0,0,0,0,Low
3,0,1,1,0,0,103,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,3,0,0,1,0,0,60,1,0,0.0,0,0,0,0,0,1,1,High
5,0,1,1,0,0,3,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
5,0,2,0,0,0,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,2,0,0,1,2,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,0,0,90,0,0,0.0,0,1,2,0,0,1,1,High
17,0,2,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,3,0,0,1,2,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,0,0,0,0,0,0.0,0,4,1,0,1,1,1,High
23,0,2,1,0,1,0,0,88,1,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,41,20,0,0,0,0.0,0,2,1,0,0,1,1,High
13,0,2,0,0,0,26,0,0,0,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,2,0,0,0,27,0,0,0,0,0.0,0,1,1,0,1,1,1,High
19,0,2,0,0,1,0,0,0,0,1,7.0,0,0,0,0,0,1,1,High
16,0,3,0,0,0,18,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,2,0,0,0,48,22,0,0,0,0.0,0,2,1,0,0,1,1,High
22,0,3,0,0,0,0,0,82,0,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,0,0,2,0,0,0.0,0,3,1,0,1,1,1,High
23,0,1,0,0,0,0,0,87,0,0,0.0,0,1,1,0,1,1,1,High
11,0,1,0,0,0,13,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,2,0,0,0,23,15,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,4,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,268,0,0,0,0,0.0,0,2,1,0,1,1,1,High
13,0,3,0,0,0,28,14,0,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,130,69,0,0,0,0.0,0,1,1,0,0,1,1,High
1,1,2,1,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
26,0,2,0,0,1,0,0,70,0,0,0.0,0,1,1,0,0,1,1,High
19,1,2,1,0,0,0,0,70,0,0,0.0,0,0,0,0,0,1,1,High
11,0,1,0,0,0,113,0,46,0,0,0.0,0,2,1,0,0,1,1,High
25,0,1,0,0,1,0,0,9,0,0,0.0,0,0,0,0,0,0,0,Low
20,0,3,0,0,0,20,6,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,2,0,0,0,0,0,43,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,3,0,0,1,0,0,40,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,3,0,0,0,27,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,564,0,0,0,0,0.0,0,1,1,0,0,1,1,High
10,1,2,0,0,0,0,0,74,1,0,0.0,0,1,1,0,0,1,1,High
4,0,3,0,0,0,6,3,74,1,0,0.0,0,2,1,0,0,1,1,High
2,0,4,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,1,1,High
18,0,2,0,0,0,7,3,72,0,0,0.0,0,1,2,0,0,1,1,High
26,0,3,0,0,0,58,34,0,0,0,0.0,0,1,1,0,1,1,1,High
2,0,2,1,0,0,245,0,0,0,0,0.0,0,1,1,0,0,1,1,High
22,0,3,0,0,0,0,0,80,0,0,0.0,0,0,0,0,0,1,1,High
14,0,2,0,0,0,0,0,123,1,0,0.0,0,3,1,0,0,1,1,High
3,0,2,0,0,1,10,0,70,0,0,0.0,0,3,1,0,0,1,1,High
18,0,1,0,0,0,56,0,0,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,75,0,0,0,0,0.0,0,1,2,0,0,1,1,High
21,0,2,1,0,0,0,0,91,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,0,0,4,0,0,0.0,0,1,1,0,0,1,1,High
19,0,1,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,1,1,High
25,0,2,0,0,0,0,0,91,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,1,0,0,0,0,52,1,0,0.0,0,0,0,0,0,1,1,High
4,1,1,0,0,0,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,3,0,0,0,0,0,39,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,10,0,51,0,0,0.0,0,0,0,0,0,1,1,High
6,0,2,0,0,0,151,0,7,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,0,40,23,0,0,0,0.0,0,0,0,0,0,1,1,High
11,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,0,0,90,0,0,0.0,0,2,1,0,0,1,1,High
19,0,2,0,0,1,0,0,110,0,0,0.0,0,2,1,0,0,1,1,High
12,0,3,1,0,0,172,0,16,0,0,0.0,0,0,0,0,0,0,1,High
10,0,2,0,0,1,0,0,10,0,0,0.0,0,2,2,0,1,1,1,High
26,0,2,0,0,0,10,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
2,0,2,0,0,0,15,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,0,0,8,0,1,5.0,0,0,0,0,0,1,1,High
17,0,1,0,0,0,46,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
15,0,2,0,0,0,10,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,1,0,0,0,23,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,1,1,0,1,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,2,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,2,0,0,1,11,5,79,0,0,0.0,0,1,1,0,0,1,1,High
10,1,2,0,0,0,11,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
18,0,2,0,0,0,0,0,126,1,0,0.0,0,1,1,0,1,1,1,High
8,1,1,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
26,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,High
0,0,2,0,0,0,41,0,123,0,0,0.0,0,0,0,0,0,1,1,High
2,0,3,0,0,0,0,0,106,0,0,0.0,0,2,1,0,0,1,1,High
17,0,1,1,0,0,1,0,35,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,1,0,0,26,11,0,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,3,0,0,0,0,0,79,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,0,0,0,62,0,0,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,86,1,0,0.0,0,2,1,0,0,1,1,High
7,0,2,0,0,0,0,0,40,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,0,0,103,0,0,0.0,0,0,0,0,0,1,1,High
9,1,3,0,0,0,11,0,112,0,0,0.0,0,2,1,0,0,1,1,High
14,0,1,0,0,0,0,0,26,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,31,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,1,0,0,0,1,0,46,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,2,0,0,0,0,0,9,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,1,1,0,0,0,0,0,0,1,13.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,0,0,65,0,0,0.0,0,1,1,0,1,1,1,High
13,0,3,1,0,0,22,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,1,0,0,41,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,2,1,0,1,0,0,36,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,44,0,0,0,0,0.0,0,1,1,0,0,1,1,High
26,0,3,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,1,0,0,0,8,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,0,0,1,0,0,111,1,0,0.0,0,1,1,0,0,1,1,High
25,0,1,0,0,0,0,0,48,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,3,0,0,0,16,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,2,0,0,0,22,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,1,0,0,115,0,0,0,0,0.0,0,2,1,0,0,1,1,High
13,0,3,0,0,0,0,0,89,0,0,0.0,0,1,2,0,0,1,1,High
24,0,2,0,0,1,1,0,33,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,1,1,0,0,6,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
27,1,2,0,0,0,15,5,0,0,0,0.0,0,1,1,0,0,1,1,High
18,0,3,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,Low
12,1,1,0,0,1,17,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
16,0,3,0,0,1,0,0,99,0,0,0.0,0,1,1,0,0,1,1,High
5,0,3,0,0,1,0,0,30,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,3,0,0,0,1,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
13,0,2,0,0,0,14,0,9,0,0,0.0,0,2,1,0,0,1,1,High
26,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,2,0,0,0,1,0,0,0,0,0.0,0,2,1,0,1,1,1,High
16,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
21,0,2,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
2,0,2,0,0,1,0,0,0,0,1,11.0,3,0,0,0,0,1,1,High
26,0,3,0,0,0,6,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,0,0,0,0.0,0,1,2,0,1,1,1,High
7,0,3,1,0,0,0,0,0,0,0,0.0,0,1,3,0,1,1,1,High
19,0,1,0,0,0,0,0,0,0,1,2.0,2,0,0,0,0,1,1,High
6,0,1,0,0,1,0,0,0,0,1,6.0,2,0,0,0,0,1,1,High
6,0,2,0,0,1,0,0,7,0,0,0.0,0,1,1,0,0,0,0,Low
2,1,2,0,0,0,0,0,33,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,2,0,0,0,42,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,2,0,0,0,0,0,83,0,0,0.0,0,1,1,0,0,1,1,High
8,0,1,1,1,0,44,23,0,0,0,0.0,0,0,0,0,0,1,1,High
21,1,3,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,1,0,0,0,11,0,109,0,0,0.0,0,1,1,0,0,1,1,High
14,0,2,0,0,0,329,0,0,0,0,0.0,0,0,0,0,0,1,1,High
8,0,2,0,0,0,20,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
12,1,1,0,0,1,18,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,1,3,0,0,0,23,14,0,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,0,0,1,0,0,51,0,0,0.0,0,1,1,0,0,0,1,Medium
5,0,1,0,0,0,0,0,3,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,3,0,0,1,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,0,0,110,0,0,0.0,0,1,2,0,0,1,1,High
26,0,2,0,0,1,20,0,103,0,0,0.0,0,1,1,0,0,1,1,High
24,0,3,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,1,1,High
9,0,2,0,0,0,48,28,55,0,0,0.0,0,0,0,0,0,1,1,High
13,0,2,0,0,0,1,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,3,0,0,0,15,3,0,0,0,0.0,0,1,1,0,0,1,1,High
4,0,1,0,0,0,7,3,0,0,0,0.0,0,0,0,0,0,1,1,High
26,0,3,0,0,0,0,0,113,0,0,0.0,0,4,1,0,0,1,1,High
6,0,2,0,0,0,45,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,0,33,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
18,0,1,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,221,0,46,0,0,0.0,0,1,2,0,0,1,1,High
19,0,2,0,0,1,1,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,1,0,0,78,0,0,0,0,0.0,0,2,1,0,0,1,1,High
14,0,3,1,0,1,38,15,0,0,0,0.0,0,1,1,0,1,1,1,High
25,0,1,0,0,0,48,27,140,0,0,0.0,0,1,1,0,0,1,1,High
9,0,1,0,0,0,26,0,22,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,2,0,0,0,0,0,39,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,2,0,0,1,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,3,0,0,0,0,0,103,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,0,0,83,0,0,0.0,0,1,1,0,0,1,1,High
13,0,2,0,0,0,0,0,0,0,0,0.0,0,2,3,0,0,1,1,High
19,0,2,0,0,1,0,0,145,0,0,0.0,0,4,1,0,0,1,1,High
24,0,2,0,0,0,14,8,0,0,0,0.0,0,2,2,0,0,1,1,High
25,0,1,0,0,0,15,0,110,0,0,0.0,0,3,1,0,0,1,1,High
8,0,1,0,0,0,49,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,3,0,0,0,0,0,80,1,0,0.0,0,1,1,0,1,1,1,High
17,0,2,0,0,0,0,0,0,0,1,12.0,0,0,0,0,0,1,1,High
21,0,2,1,0,0,0,0,70,0,0,0.0,0,0,0,0,0,1,1,High
2,1,2,1,0,0,15,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,0,0,1,6,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,7,4,0,0,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,1,27,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,1,0,0,0,9,2,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,4,0,0,0,34,0,0,0,0,0.0,0,2,1,0,0,1,1,High
27,0,1,0,0,0,0,0,54,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,2,0,0,0,0,0,129,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,105,33,0,0,0,0.0,0,2,1,0,0,1,1,High
9,0,3,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
10,0,3,0,0,0,0,0,28,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,83,1,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,0,0,5,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,1,0,0,0,0,118,0,0,0.0,0,1,1,0,0,1,1,High
19,0,1,0,0,0,0,0,7,0,0,0.0,0,2,1,0,0,1,1,High
4,0,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
3,1,2,0,0,0,0,0,48,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,3,0,0,0,104,0,0,0,0,0.0,0,3,1,0,0,0,1,Medium
13,0,3,0,0,0,0,0,63,0,0,0.0,0,1,1,0,1,1,1,High
4,0,3,0,0,0,0,0,80,1,0,0.0,0,2,1,0,0,1,1,High
3,1,2,0,0,0,0,0,7,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,3,0,0,0,24,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,2,0,0,0,20,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
5,1,2,0,0,0,35,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,1,0,0,0,27,0,0,0,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,1,1,High
24,1,2,1,0,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,118,1,0,0.0,0,1,1,0,0,1,1,High
9,0,2,0,0,0,0,0,69,0,0,0.0,0,1,1,0,0,1,1,High
4,0,2,0,0,0,18,0,0,0,0,0.0,0,1,1,0,0,1,1,High
3,0,2,1,0,0,226,0,0,0,0,0.0,0,2,1,0,0,1,1,High
14,0,2,0,0,1,0,0,117,1,0,0.0,0,0,0,0,0,1,1,High
5,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,0,0,1,0,0,83,0,0,0.0,0,1,1,0,0,1,1,High
4,0,4,0,0,0,137,0,20,1,0,0.0,0,1,3,0,0,1,1,High
9,0,2,1,0,0,20,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,2,0,0,0,0,0,72,0,0,0.0,0,1,1,0,0,1,1,High
26,0,3,0,0,0,0,0,83,0,0,0.0,0,3,1,0,1,1,1,High
18,0,2,0,0,0,0,0,109,1,0,0.0,0,1,1,0,1,1,1,High
13,0,2,0,0,0,0,0,56,1,0,0.0,0,1,1,0,0,1,1,High
8,1,1,0,0,0,44,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,1,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,1,0,0,0,124,0,0,0,0,0.0,0,1,1,0,0,1,1,High
16,0,2,1,0,0,3,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,1,0,0,0,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,0,29,5,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,1,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
27,1,2,0,0,0,0,0,63,0,0,0.0,0,1,3,0,0,1,1,High
6,0,2,0,0,0,0,0,0,0,1,4.0,1,0,0,0,0,1,1,High
1,0,3,0,0,0,0,0,90,0,0,0.0,0,2,1,0,0,1,1,High
14,0,2,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
5,0,2,1,0,0,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,High
5,1,2,0,0,0,39,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,2,0,0,0,0,0,106,0,0,0.0,0,1,1,0,1,1,1,High
8,1,2,0,0,0,9,0,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,3,0,0,0,0,0,2,0,0,0.0,0,2,1,0,0,0,0,Low
27,1,2,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,1,1,High
8,0,1,1,0,0,44,5,6,0,0,0.0,0,2,1,0,0,0,0,Low
9,0,2,0,0,1,86,0,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,2,0,0,1,56,25,0,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,1,0,0,2,1,0,0,0,0.0,0,2,1,0,0,1,1,High
10,0,1,0,0,0,5,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,2,0,0,1,3,0,67,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,1,High
24,0,2,0,0,0,0,0,33,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,1,0,0,0,4,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,0,0,1,3.0,3,0,0,0,0,1,1,High
15,0,2,0,0,1,0,0,2,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,1,0,0,40,0,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,1,0,1,0,0,140,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,1,0,0,132,0,0,0,0,0.0,0,0,0,0,0,1,1,High
13,0,1,1,0,0,26,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
5,0,2,0,1,0,6,0,0,0,0,0.0,0,0,0,0,0,1,1,High
1,0,3,0,0,0,0,0,61,0,0,0.0,0,1,1,0,0,1,1,High
4,0,1,0,0,0,0,0,118,0,0,0.0,0,1,3,0,0,1,1,High
23,0,1,0,0,1,32,14,15,0,0,0.0,0,1,1,0,0,1,1,High
16,0,1,0,0,0,58,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,1,1,0,0,0,17,0,0,0,0,0.0,0,1,1,0,1,1,1,High
15,0,2,1,0,0,16,0,0,0,0,0.0,0,0,0,0,0,1,1,High
1,0,2,0,0,0,14,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,1,2,0,0,1,0,0,5,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,10,3,0,0,0,0.0,0,0,0,0,0,1,1,High
19,0,3,0,0,0,0,0,37,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,3,0,0,0,0,0,100,0,0,0.0,0,0,0,0,0,1,1,High
26,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,1,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,88,0,0,0.0,0,0,0,0,0,1,1,High
16,0,1,0,0,0,84,0,23,0,0,0.0,0,0,0,0,0,1,1,High
5,0,2,1,0,0,17,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,3,1,0,0,0,0,27,0,0,0.0,0,0,0,0,0,1,1,High
25,0,1,0,0,0,0,0,118,0,0,0.0,0,2,1,0,0,1,1,High
15,0,2,1,0,0,3,0,70,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,0,0,0,0,1,11.0,0,0,0,0,0,1,1,High
18,0,3,0,0,0,2,0,35,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,0,0,76,0,0,0.0,0,1,1,0,0,1,1,High
1,1,2,1,0,0,0,0,97,0,0,0.0,0,1,1,0,0,1,1,High
0,0,2,0,0,0,0,0,100,0,0,0.0,0,0,0,0,0,1,1,High
12,1,3,0,0,0,11,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
12,0,1,1,0,0,28,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,2,0,0,0,0,0,54,0,0,0.0,0,0,0,0,0,1,1,High
2,0,2,1,0,0,0,0,5,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,3,0,0,0,0,0,73,1,0,0.0,0,1,1,0,1,1,1,High
18,0,3,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
21,0,3,0,0,0,6,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
7,0,3,0,0,0,9,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,109,0,0,0.0,0,2,1,0,0,1,1,High
16,0,2,1,0,0,0,0,0,0,0,0.0,0,1,2,0,0,1,1,High
3,0,2,0,0,1,0,0,62,1,0,0.0,0,0,0,0,0,1,1,High
